sample,field,date,sampling.period,mbc,doc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,original.field,year
KS 129,KS-3-18,8/6/18,18-Aug,164.9732,581.7476,minimal,no,no,no,medium-high,no,24.5,2.564102564,3,2018
KS 130,KS-3-18,8/6/18,18-Aug,10.8535,642.5272,minimal,no,no,no,medium-high,no,24.5,2.814070352,3,2018
KS 131,KS-3-18,8/6/18,18-Aug,-21.707,703.3068,minimal,no,no,no,medium-high,no,24.5,2.649006623,3,2018
KS 132,KS-3-18,8/6/18,18-Aug,-45.5847,757.5743,minimal,no,no,no,medium-high,no,24.5,2.714932127,3,2018
MH 61,MH-1-18,8/1/18,18-Aug,128.0713,542.675,minimal,no,yes,no,none-low,yes,21.2,5.263157895,1,2018
MH 62,MH-1-18,8/1/18,18-Aug,58.6089,651.21,minimal,no,yes,no,none-low,yes,21.2,3.842459174,1,2018
MH 63,MH-1-18,8/1/18,18-Aug,119.3885,466.7005,minimal,no,yes,no,none-low,yes,21.2,5.826271186,1,2018
MH 65,MH-2-18,8/1/18,18-Aug,195.363,562.2113,minimal,no,yes,no,none-low,yes,13,4.466019417,2,2018
MH 66,MH-2-18,8/1/18,18-Aug,162.8025,568.7234,minimal,no,yes,no,none-low,yes,13,4.105263158,2,2018
MH 67,MH-2-18,8/1/18,18-Aug,32.5605,627.3323,minimal,no,yes,no,none-low,yes,13,7.258064516,2,2018
MH 68,MH-2-18,8/1/18,18-Aug,108.535,696.7947,minimal,no,yes,no,none-low,yes,13,3.235591507,2,2018
MH 69,MH-3-18,8/1/18,18-Aug,303.898,334.2878,minimal,no,yes,no,none-low,yes,10.8,3.608736942,3,2018
MH 70,MH-3-18,8/1/18,18-Aug,93.3401,392.8967,minimal,no,yes,no,none-low,yes,10.8,2.887391723,3,2018
MH 71,MH-3-18,8/1/18,18-Aug,62.9503,512.2852,minimal,no,yes,no,none-low,yes,10.8,1.45631068,3,2018
MH 72,MH-3-18,8/1/18,18-Aug,65.121,879.1335,minimal,no,yes,no,none-low,yes,10.8,1.384767557,3,2018
CK 85,CK-1-18,8/1/18,18-Aug,82.4866,2791.5202,no,yes,no,yes,medium-high,no,36.8,17.62854145,1,2018
CK 86,CK-1-18,8/1/18,18-Aug,149.7783,1556.3919,no,yes,no,yes,medium-high,no,36.8,17.55379388,1,2018
CK 87,CK-1-18,8/1/18,18-Aug,388.5553,1988.3612,no,yes,no,yes,medium-high,no,36.8,22.93144208,1,2018
CK 88,CK-1-18,8/1/18,18-Aug,273.5082,2350.8681,no,yes,no,yes,medium-high,no,36.8,21.30965594,1,2018
CK 89,CK-2-18,8/1/18,18-Aug,319.0929,2311.7955,no,yes,no,yes,medium-high,no,38,18.79194631,2,2018
CK 90,CK-2-18,8/1/18,18-Aug,490.5782,2331.3318,no,yes,no,yes,medium-high,no,38,14.17085427,2,2018
CK 91,CK-2-18,8/1/18,18-Aug,132.4127,1654.0734,no,yes,no,yes,medium-high,no,38,15.14124294,2,2018
CK 92,CK-2-18,8/1/18,18-Aug,345.1413,1328.4684,no,yes,no,yes,medium-high,no,38,15.35982814,2,2018
CK 93,CK-3-18,8/1/18,18-Aug,299.5566,599.1132,no,yes,no,yes,medium-high,no,33.6,14.83146067,3,2018
CK 94,CK-3-18,8/1/18,18-Aug,334.2878,564.382,no,yes,no,yes,medium-high,no,33.6,17.86903441,3,2018
CK 95,CK-3-18,8/1/18,18-Aug,243.1184,1272.0302,no,yes,no,yes,medium-high,no,33.6,13.17016317,3,2018
CK 96,CK-3-18,8/1/18,18-Aug,329.9464,1176.5194,no,yes,no,yes,medium-high,no,33.6,16.84901532,3,2018
KK 73,KK-1-18,8/2/18,18-Aug,553.5285,846.573,no,yes,no,yes,medium-high,yes,14.4,10.51344743,1,2018
KK 74,KK-1-18,8/2/18,18-Aug,175.8267,965.9615,no,yes,no,yes,medium-high,yes,14.4,11.50234742,1,2018
KK 75,KK-1-18,8/2/18,18-Aug,939.9131,1406.6136,no,yes,no,yes,medium-high,yes,14.4,16.64596273,1,2018
KK 76,KK-1-18,8/2/18,18-Aug,794.4762,972.4736,no,yes,no,yes,medium-high,yes,14.4,11.9244392,1,2018
KK 77,KK-2-18,8/2/18,18-Aug,557.8699,792.3055,no,yes,yes,no,none-low,no,12.8,7.523148148,2,2018
KK 78,KK-2-18,8/2/18,18-Aug,160.6318,1489.1002,no,yes,yes,no,none-low,no,12.8,11.81102362,2,2018
KK 79,KK-2-18,8/2/18,18-Aug,329.9464,688.1119,no,yes,yes,no,none-low,no,12.8,8.146639511,2,2018
KK 80,KK-2-18,8/2/18,18-Aug,251.8012,785.7934,no,yes,yes,no,none-low,no,12.8,6.526315789,2,2018
KK 81,KK-3-18,8/2/18,18-Aug,388.5553,1378.3945,no,yes,no,yes,medium-high,yes,15.2,8.137254902,3,2018
KK 82,KK-3-18,8/2/18,18-Aug,438.4814,1313.2735,no,yes,no,yes,medium-high,yes,15.2,9.07079646,3,2018
KK 83,KK-3-18,8/2/18,18-Aug,208.3872,1406.6136,no,yes,no,yes,medium-high,yes,15.2,7.356321839,3,2018
KK 84,KK-3-18,8/2/18,18-Aug,56.4382,1986.1905,no,yes,no,yes,medium-high,yes,15.2,7.125890736,3,2018
JA 109,JA-1-18,8/3/18,18-Aug,21.707,944.2545,no,no,no,yes,medium-high,no,8.4,0.952380952,1,2018
JA 110,JA-1-18,8/3/18,18-Aug,84.6573,961.6201,no,no,no,yes,medium-high,no,8.4,1.083423619,1,2018
JA 111,JA-1-18,8/3/18,18-Aug,151.949,625.1616,no,no,no,yes,medium-high,no,8.4,0.78125,1,2018
JA 112,JA-1-18,8/3/18,18-Aug,119.3885,1002.8634,no,no,no,yes,medium-high,no,8.4,1.026694045,1,2018
JA 113,JA-2-18,8/3/18,18-Aug,30.3898,523.1387,yes,yes,yes,no,none-low,no,10.4,1.203610832,2,2018
JA 114,JA-2-18,8/3/18,18-Aug,41.2433,403.7502,yes,yes,yes,no,none-low,no,10.4,3.703703704,2,2018
JA 115,JA-2-18,8/3/18,18-Aug,104.1936,284.3617,yes,yes,yes,no,none-low,no,10.4,3.526734926,2,2018
JA 116,JA-2-18,8/3/18,18-Aug,52.0968,438.4814,yes,yes,yes,no,none-low,no,10.4,1.599147122,2,2018
JA 117,JA-3-18,8/3/18,18-Aug,88.9987,362.5069,yes,no,yes,no,none-low,no,9.9,0.960614793,3,2018
JA 118,JA-3-18,8/3/18,18-Aug,84.6573,379.8725,yes,no,yes,no,none-low,no,9.9,1.901901902,3,2018
JA 119,JA-3-18,8/3/18,18-Aug,132.4127,249.6305,yes,no,yes,no,none-low,no,9.9,2.58126195,3,2018
JA 120,JA-3-18,8/3/18,18-Aug,91.1694,412.433,yes,no,yes,no,none-low,no,9.9,1.009081736,3,2018
BE 13,BE-1-18,8/7/18,18-Aug,177.9974,714.1603,no,yes,yes,yes,medium-high,no,33.1,4.32748538,1,2018
BE 14,BE-1-18,8/7/18,18-Aug,151.949,748.8915,no,yes,yes,yes,medium-high,no,33.1,5.079006772,1,2018
BE 15,BE-1-18,8/7/18,18-Aug,125.9006,358.1655,no,yes,yes,yes,medium-high,no,33.1,7.674943567,1,2018
BE 16,BE-1-18,8/7/18,18-Aug,43.414,590.4304,no,yes,yes,yes,medium-high,no,33.1,6.126914661,1,2018
BE 17,BE-2-18,8/7/18,18-Aug,119.3885,564.382,no,no,no,yes,medium-high,no,28.5,9.626955475,2,2018
BE 18,BE-2-18,8/7/18,18-Aug,115.0471,981.1564,no,no,no,yes,medium-high,no,28.5,7.970244421,2,2018
BE 19,BE-2-18,8/7/18,18-Aug,616.4788,703.3068,no,no,no,yes,medium-high,no,28.5,13.43283582,2,2018
BE 20,BE-2-18,8/7/18,18-Aug,698.9654,733.6966,no,no,no,yes,medium-high,no,28.5,10.47835991,2,2018
EE 21,EE-1-18,8/7/18,18-Aug,145.4369,1072.3258,no,yes,no,yes,medium-high,no,31.1,10.84043849,1,2018
EE 22,EE-1-18,8/7/18,18-Aug,39.0726,1120.0812,no,yes,no,yes,medium-high,no,31.1,10.96224117,1,2018
EE 23,EE-1-18,8/7/18,18-Aug,26.0484,744.5501,no,yes,no,yes,medium-high,no,31.1,6.753812636,1,2018
EE 24,EE-1-18,8/7/18,18-Aug,210.5579,1154.8124,no,yes,no,yes,medium-high,no,31.1,12.76836158,1,2018
BS 97,BS-1-18,8/7/18,18-Aug,214.8993,549.1871,no,yes,yes,no,none-low,no,28.8,18.3745583,1,2018
BS 98,BS-1-18,8/7/18,18-Aug,397.2381,507.9438,no,yes,yes,no,none-low,no,28.8,14.07151096,1,2018
BS 99,BS-1-18,8/7/18,18-Aug,266.9961,629.503,no,yes,yes,no,none-low,no,28.8,17.07006369,1,2018
BS 100,BS-1-18,8/7/18,18-Aug,147.6076,840.0609,no,yes,yes,no,none-low,no,28.8,14.8005148,1,2018
BS 101,BS-2-18,8/7/18,18-Aug,123.7299,909.5233,no,yes,yes,yes,medium-high,no,34.8,11.12372304,2,2018
BS 102,BS-2-18,8/7/18,18-Aug,208.3872,1007.2048,no,yes,yes,yes,medium-high,no,34.8,6.775956284,2,2018
BS 103,BS-2-18,8/7/18,18-Aug,75.9745,1241.6404,no,yes,yes,yes,medium-high,no,34.8,5.821205821,2,2018
BS 104,BS-2-18,8/7/18,18-Aug,151.949,944.2545,no,yes,yes,yes,medium-high,no,34.8,12.40560949,2,2018
EE 105,EE-2-18,8/7/18,18-Aug,36.9019,931.2303,no,yes,no,yes,medium-high,no,28.9,11.16022099,2,2018
EE 106,EE-2-18,8/7/18,18-Aug,182.3388,603.4546,no,yes,no,yes,medium-high,no,28.9,10.89324619,2,2018
EE 107,EE-2-18,8/7/18,18-Aug,28.2191,533.9922,no,yes,no,yes,medium-high,no,28.9,11.20092379,2,2018
EE 108,EE-2-18,8/7/18,18-Aug,30.3898,636.0151,no,yes,no,yes,medium-high,no,28.9,8.518086348,2,2018
BH 37,BH-1-18,8/8/18,18-Aug,510.1145,1782.1447,yes,yes,yes,yes,medium-high,no,23.3,3.842364532,1,2018
BH 38,BH-1-18,8/8/18,18-Aug,460.1884,1810.3638,yes,yes,yes,yes,medium-high,no,23.3,3.80859375,1,2018
BH 39,BH-1-18,8/8/18,18-Aug,269.1668,2142.4809,yes,yes,yes,yes,medium-high,no,23.3,4.519230769,1,2018
BH 40,BH-1-18,8/8/18,18-Aug,26.0484,2214.114,yes,yes,yes,yes,medium-high,no,23.3,3.992210321,1,2018
BH 41,BH-2-18,8/8/18,18-Aug,384.2139,952.9373,minimal,yes,yes,no,none-low,no,12,9.518935517,2,2018
BH 42,BH-2-18,8/8/18,18-Aug,214.8993,1020.229,minimal,yes,yes,no,none-low,no,12,7.433808554,2,2018
BH 43,BH-2-18,8/8/18,18-Aug,772.7692,1289.3958,minimal,yes,yes,no,none-low,no,12,6.913827655,2,2018
BH 44,BH-2-18,8/8/18,18-Aug,592.6011,1343.6633,minimal,yes,yes,no,none-low,no,12,8.274470232,2,2018
BH 45,BH-3-18,8/8/18,18-Aug,108.535,1654.0734,minimal,yes,yes,no,none-low,yes,14.4,2.420135528,3,2018
BH 46,BH-3-18,8/8/18,18-Aug,149.7783,1905.8746,minimal,yes,yes,no,none-low,yes,14.4,1.305970149,3,2018
BH 47,BH-3-18,8/8/18,18-Aug,447.1642,2096.8962,minimal,yes,yes,no,none-low,yes,14.4,1.816443595,3,2018
BH 48,BH-3-18,8/8/18,18-Aug,451.5056,1413.1257,minimal,yes,yes,no,none-low,yes,14.4,2.884615385,3,2018
BH 37,BH-1-19,6/7/19,19-Jun,243.1184,1717.0237,yes,yes,yes,yes,medium-high,no,23.3,14.5232816,1,2019
BH 38,BH-1-19,6/7/19,19-Jun,43.414,2268.3815,yes,yes,yes,yes,medium-high,no,23.3,11.4806867,1,2019
BH 39,BH-1-19,6/7/19,19-Jun,342.9706,1680.1218,yes,yes,yes,yes,medium-high,no,23.3,14.04435058,1,2019
BH 41,BH-2-19,6/7/19,19-Jun,158.4611,2268.3815,minimal,yes,yes,no,none-low,no,12,14.56953642,2,2019
BH 42,BH-2-19,6/7/19,19-Jun,102.0229,1677.9511,minimal,yes,yes,no,none-low,no,12,14.62621885,2,2019
BH 43,BH-2-19,6/7/19,19-Jun,316.9222,1903.7039,minimal,yes,yes,no,none-low,no,12,13.10734463,2,2019
BH 45,BH-3-19,6/7/19,19-Jun,54.2675,1760.4377,minimal,yes,yes,no,none-low,yes,14.4,12.93199554,3,2019
BH 46,BH-3-19,6/7/19,19-Jun,52.0968,1315.4442,minimal,yes,yes,no,none-low,yes,14.4,11.7965368,3,2019
BH 47,BH-3-19,6/7/19,19-Jun,564.382,1918.8988,minimal,yes,yes,no,none-low,yes,14.4,14.83578709,3,2019
BH 133,BH-4-19,6/7/19,19-Jun,117.2178,2025.2631,yes,yes,yes,yes,medium-high,no,23.2,13.78169791,4,2019
BH 134,BH-4-19,6/7/19,19-Jun,440.6521,1311.1028,yes,yes,yes,yes,medium-high,no,23.2,15.53829079,4,2019
BH 135,BH-4-19,6/7/19,19-Jun,303.898,1445.6862,yes,yes,yes,yes,medium-high,no,23.2,16.27906977,4,2019
JA 109,JA-1-19,6/10/19,19-Jun,701.1361,260.484,no,no,no,no,medium-high,no,8.4,7.975460123,1,2019
JA 110,JA-1-19,6/10/19,19-Jun,640.3565,774.9399,no,no,no,no,medium-high,no,8.4,7.270916335,1,2019
JA 111,JA-1-19,6/10/19,19-Jun,690.2826,258.3133,no,no,no,no,medium-high,no,8.4,9.243697479,1,2019
JA 113,JA-2-19,6/10/19,19-Jun,579.5769,80.3159,yes,yes,yes,no,none-low,no,10.4,8.188331627,2,2019
JA 114,JA-2-19,6/10/19,19-Jun,833.5488,39.0726,yes,yes,yes,no,none-low,no,10.4,7.966457023,2,2019
JA 115,JA-2-19,6/10/19,19-Jun,742.3794,69.4624,yes,yes,yes,no,none-low,no,10.4,9.529025192,2,2019
JA 117,JA-3-19,6/10/19,19-Jun,453.6763,106.3643,yes,no,yes,no,none-low,no,9.9,4.604604605,3,2019
JA 118,JA-3-19,6/10/19,19-Jun,364.6776,214.8993,yes,no,yes,no,none-low,no,9.9,4.536489152,3,2019
JA 119,JA-3-19,6/10/19,19-Jun,371.1897,141.0955,yes,no,yes,no,none-low,no,9.9,6.510681587,3,2019
CK 157,CK-4-19,6/13/19,19-Jun,429.7986,1057.1309,minimal,yes,yes,yes,medium-high,no,38.6,24.91268917,4,2019
CK 158,CK-4-19,6/13/19,19-Jun,158.4611,1536.8556,minimal,yes,yes,yes,medium-high,no,38.6,17.98396334,4,2019
CK 159,CK-4-19,6/13/19,19-Jun,199.7044,1697.4874,minimal,yes,yes,yes,medium-high,no,38.6,24.30875576,4,2019
CK 160,CK-5-19,6/13/19,19-Jun,99.8522,1484.7588,minimal,yes,yes,yes,medium-high,no,42.6,26.44836272,5,2019
CK 161,CK-5-19,6/13/19,19-Jun,473.2126,1089.6914,minimal,yes,yes,yes,medium-high,no,42.6,19.86455982,5,2019
CK 162,CK-5-19,6/13/19,19-Jun,560.0406,939.9131,minimal,yes,yes,yes,medium-high,no,42.6,27.23785166,5,2019
CK 163,CK-6-19,6/13/19,19-Jun,421.1158,627.3323,minimal,yes,yes,yes,medium-high,no,36.6,25.26690391,6,2019
CK 164,CK-6-19,6/13/19,19-Jun,462.3591,837.8902,minimal,yes,yes,yes,medium-high,no,36.6,24.25629291,6,2019
CK 165,CK-6-19,6/13/19,19-Jun,603.4546,783.6227,minimal,yes,yes,yes,medium-high,no,36.6,19.25837321,6,2019
KS 121,KS-1-19,6/14/19,19-Jun,180.1681,594.7718,yes,yes,yes,no,none-low,no,24.4,11.42557652,1,2019
KS 122,KS-1-19,6/14/19,19-Jun,54.2675,798.8176,yes,yes,yes,no,none-low,no,24.4,14.77777778,1,2019
KS 123,KS-1-19,6/14/19,19-Jun,264.8254,503.6024,yes,yes,yes,no,none-low,no,24.4,13.46153846,1,2019
KS 129,KS-3-19,6/14/19,19-Jun,384.2139,720.6724,minimal,no,no,no,medium-high,no,24.5,12.47334755,3,2019
KS 130,KS-3-19,6/14/19,19-Jun,249.6305,271.3375,minimal,no,no,no,medium-high,no,24.5,12.0359955,3,2019
KS 131,KS-3-19,6/14/19,19-Jun,69.4624,208.3872,minimal,no,no,no,medium-high,no,24.5,9.650924025,3,2019
KS 166,KS-4-19,6/14/19,19-Jun,125.9006,210.5579,no,no,no,no,none-low,yes,28.6,12.00440529,4,2019
KS 167,KS-4-19,6/14/19,19-Jun,58.6089,169.3146,no,no,no,no,none-low,yes,28.6,8.225108225,4,2019
KS 168,KS-4-19,6/14/19,19-Jun,13.0242,201.8751,no,no,no,no,none-low,yes,28.6,10.15384615,4,2019
TG 169,TG-4-19,6/17/19,19-Jun,290.8738,1202.5678,no,yes,yes,yes,none-low,no,32.6,17.03056769,4,2019
TG 170,TG-4-19,6/17/19,19-Jun,269.1668,1046.2774,no,yes,yes,yes,none-low,no,32.6,13.31877729,4,2019
TG 171,TG-4-19,6/17/19,19-Jun,112.8764,1196.0557,no,yes,yes,yes,none-low,no,32.6,17.13325868,4,2019
TG 172,TG-5-19,6/17/19,19-Jun,169.3146,727.1845,yes,yes,yes,no,none-low,yes,32.6,13.27063741,5,2019
TG 173,TG-5-19,6/17/19,19-Jun,121.5592,690.2826,yes,yes,yes,no,none-low,yes,32.6,13.3105802,5,2019
TG 174,TG-5-19,6/17/19,19-Jun,80.3159,742.3794,yes,yes,yes,no,none-low,yes,32.6,14.36114044,5,2019
TG 175,TG-6-19,6/17/19,19-Jun,594.7718,1259.006,no,yes,yes,yes,medium-high,yes,32.4,17.0678337,6,2019
TG 176,TG-6-19,6/17/19,19-Jun,759.745,1443.5155,no,yes,yes,yes,medium-high,yes,32.4,19.43127962,6,2019
TG 177,TG-6-19,6/17/19,19-Jun,173.656,1719.1944,no,yes,yes,yes,medium-high,yes,32.4,21.21573302,6,2019
RN 178,RN-4-19,6/17/19,19-Jun,132.4127,310.4101,yes,no,no,no,none-low,no,34.7,18.1420765,4,2019
RN 179,RN-4-19,6/17/19,19-Jun,104.1936,280.0203,yes,no,no,no,none-low,no,34.7,12.14659686,4,2019
RN 180,RN-4-19,6/17/19,19-Jun,206.2165,234.4356,yes,no,no,no,none-low,no,34.7,11.69265033,4,2019
RN 181,RN-5-19,6/17/19,19-Jun,173.656,1664.9269,no,yes,yes,yes,medium-high,no,34.7,15.14450867,5,2019
RN 182,RN-5-19,6/17/19,19-Jun,284.3617,564.382,no,yes,yes,yes,medium-high,no,34.7,19.18465228,5,2019
RN 183,RN-5-19,6/17/19,19-Jun,136.7541,1443.5155,no,yes,yes,yes,medium-high,no,34.7,16.78082192,5,2019
RN 184,RN-6-19,6/17/19,19-Jun,236.6063,694.624,no,yes,yes,yes,medium-high,no,38.6,21.63461538,6,2019
RN 185,RN-6-19,6/17/19,19-Jun,538.3336,382.0432,no,yes,yes,yes,medium-high,no,38.6,19.5480226,6,2019
RN 186,RN-6-19,6/17/19,19-Jun,379.8725,842.2316,no,yes,yes,yes,medium-high,no,38.6,22.2737819,6,2019
RN 53,RN-2-19,6/17/19,19-Jun,49.9261,1018.0583,minimal,yes,yes,no,none-low,yes,27.2,11.24871001,2,2019
RN 54,RN-2-19,6/17/19,19-Jun,167.1439,429.7986,minimal,yes,yes,no,none-low,yes,27.2,10.5092091,2,2019
RN 55,RN-2-19,6/17/19,19-Jun,184.5095,505.7731,minimal,yes,yes,no,none-low,yes,27.2,13.72767857,2,2019
MH 61,MH-1-19,6/11/19,19-Jun,264.8254,230.0942,minimal,no,yes,no,none-low,yes,21.2,8.130081301,1,2019
MH 62,MH-1-19,6/11/19,19-Jun,108.535,355.9948,minimal,no,yes,no,none-low,yes,21.2,8.214676889,1,2019
MH 63,MH-1-19,6/11/19,19-Jun,134.5834,293.0445,minimal,no,yes,no,none-low,yes,21.2,9.808102345,1,2019
MH 65,MH-2-19,6/11/19,19-Jun,95.5108,360.3362,minimal,no,yes,no,none-low,yes,13,5.87628866,2,2019
MH 66,MH-2-19,6/11/19,19-Jun,240.9477,245.2891,minimal,no,yes,no,none-low,yes,13,6.570841889,2,2019
MH 67,MH-2-19,6/11/19,19-Jun,95.5108,494.9196,minimal,no,yes,no,none-low,yes,13,10.25917927,2,2019
MH 69,MH-3-19,6/11/19,19-Jun,240.9477,388.5553,minimal,no,yes,no,none-low,yes,10.8,7.104984093,3,2019
MH 70,MH-3-19,6/11/19,19-Jun,590.4304,310.4101,minimal,no,yes,no,none-low,yes,10.8,9.220636663,3,2019
MH 71,MH-3-19,6/11/19,19-Jun,325.605,327.7757,minimal,no,yes,no,none-low,yes,10.8,7.179487179,3,2019
MH 142,MH-4-19,6/11/19,19-Jun,390.726,386.3846,minimal,no,yes,no,none-low,yes,10.8,6.1,4,2019
MH 143,MH-4-19,6/11/19,19-Jun,93.3401,512.2852,minimal,no,yes,no,none-low,yes,10.8,5.074626866,4,2019
MH 144,MH-4-19,6/11/19,19-Jun,17.3656,672.917,minimal,no,yes,no,none-low,yes,10.8,6.435137896,4,2019
JS 136,JS-1-19,6/11/19,19-Jun,924.7182,84.6573,yes,no,yes,yes,none-low,yes,32.8,19.52095808,1,2019
JS 137,JS-1-19,6/11/19,19-Jun,898.6698,195.363,yes,no,yes,yes,none-low,yes,32.8,15.13761468,1,2019
JS 138,JS-1-19,6/11/19,19-Jun,1167.8366,73.8038,yes,no,yes,yes,none-low,yes,32.8,16.02339181,1,2019
JS 139,JS-2-19,6/11/19,19-Jun,52.0968,334.2878,yes,no,yes,yes,none-low,yes,16.8,8.299595142,2,2019
JS 140,JS-2-19,6/11/19,19-Jun,744.5501,225.7528,yes,no,yes,yes,none-low,yes,16.8,7.747933884,2,2019
JS 141,JS-2-19,6/11/19,19-Jun,84.6573,329.9464,yes,no,yes,yes,none-low,yes,16.8,6.911447084,2,2019
JS 145,JS-3-19,6/11/19,19-Jun,948.5959,62.9503,minimal,no,no,yes,none-low,yes,8.9,6.441717791,3,2019
JS 146,JS-3-19,6/11/19,19-Jun,382.0432,217.07,minimal,no,no,yes,none-low,yes,8.9,6.772908367,3,2019
JS 147,JS-3-19,6/11/19,19-Jun,837.8902,169.3146,minimal,no,no,yes,none-low,yes,8.9,6.666666667,3,2019
KK 148,KK-4-19,6/12/19,19-Jun,735.8673,664.2342,minimal,yes,yes,yes,medium-high,yes,3.1,11.31687243,4,2019
KK 149,KK-4-19,6/12/19,19-Jun,835.7195,423.2865,minimal,yes,yes,yes,medium-high,yes,3.1,15.88170865,4,2019
KK 150,KK-4-19,6/12/19,19-Jun,718.5017,822.6953,minimal,yes,yes,yes,medium-high,yes,3.1,10.16574586,4,2019
KK 151,KK-5-19,6/12/19,19-Jun,787.9641,1044.1067,no,yes,yes,yes,medium-high,yes,16.8,15.53287982,5,2019
KK 152,KK-5-19,6/12/19,19-Jun,796.6469,1083.1793,no,yes,yes,yes,medium-high,yes,16.8,13.61079865,5,2019
KK 153,KK-5-19,6/12/19,19-Jun,481.8954,1769.1205,no,yes,yes,yes,medium-high,yes,16.8,16.1683278,5,2019
KK 154,KK-6-19,6/12/19,19-Jun,840.0609,2222.7968,no,yes,yes,yes,medium-high,yes,34.6,18.82893226,6,2019
KK 155,KK-6-19,6/12/19,19-Jun,824.866,2895.7138,no,yes,yes,yes,medium-high,yes,34.6,16.30057803,6,2019
KK 156,KK-6-19,6/12/19,19-Jun,961.6201,2472.4273,no,yes,yes,yes,medium-high,yes,34.6,16.7816092,6,2019
BE 187,BE-3-19,6/18/19,19-Jun,362.5069,577.4062,no,no,no,yes,none-low,no,30.2,20.74829932,3,2019
BE 188,BE-3-19,6/18/19,19-Jun,206.2165,579.5769,no,no,no,yes,none-low,no,30.2,21.46226415,3,2019
BE 189,BE-3-19,6/18/19,19-Jun,164.9732,583.9183,no,no,no,yes,none-low,no,30.2,22.19626168,3,2019
BE 190,BE-4-19,6/18/19,19-Jun,408.0916,814.0125,no,yes,no,yes,none-low,no,28.1,19.71664699,4,2019
BE 191,BE-4-19,6/18/19,19-Jun,297.3859,1087.5207,no,yes,no,yes,none-low,no,28.1,21.80722892,4,2019
BE 192,BE-4-19,6/18/19,19-Jun,371.1897,1174.3487,no,yes,no,yes,none-low,no,28.1,21.45411204,4,2019
BS 193,BS-3-19,6/18/19,19-Jun,455.847,1426.1499,no,yes,no,yes,medium-high,yes,34.1,21.05882353,3,2019
BS 194,BS-3-19,6/18/19,19-Jun,355.9948,963.7908,no,yes,no,yes,medium-high,yes,34.1,21.36953955,3,2019
BS 195,BS-3-19,6/18/19,19-Jun,429.7986,1384.9066,no,yes,no,yes,medium-high,yes,34.1,20.44134727,3,2019
BS 196,BS-4-19,6/18/19,19-Jun,301.7273,1046.2774,no,yes,no,yes,medium-high,no,34.1,19.97578692,4,2019
BS 197,BS-4-19,6/18/19,19-Jun,321.2636,887.8163,no,yes,no,yes,medium-high,no,34.1,19.20838184,4,2019
BS 198,BS-4-19,6/18/19,19-Jun,373.3604,827.0367,no,yes,no,yes,medium-high,no,34.1,19.67403958,4,2019
EE 199,EE-3-19,6/18/19,19-Jun,145.4369,698.9654,no,no,no,yes,none-low,no,30.2,15.42610572,3,2019
EE 200,EE-3-19,6/18/19,19-Jun,262.6547,733.6966,no,no,no,yes,none-low,no,30.2,16.91948658,3,2019
EE 201,EE-3-19,6/18/19,19-Jun,338.6292,586.089,no,no,no,yes,none-low,no,30.2,17.75280899,3,2019
EE 202,EE-4-19,6/18/19,19-Jun,392.8967,1176.5194,no,yes,yes,yes,none-low,no,13.7,17.69406393,4,2019
EE 203,EE-4-19,6/18/19,19-Jun,418.9451,668.5756,no,yes,yes,yes,none-low,no,13.7,18.79194631,4,2019
EE 204,EE-4-19,6/18/19,19-Jun,412.433,744.5501,no,yes,yes,yes,none-low,no,13.7,14.06761178,4,2019
GM 205,GM-1-19,6/19/19,19-Jun,88.9987,636.0151,minimal,yes,yes,yes,none-low,yes,34.1,7.02811245,1,2019
GM 206,GM-1-19,6/19/19,19-Jun,104.1936,727.1845,minimal,yes,yes,yes,none-low,yes,34.1,7.293868922,1,2019
GM 207,GM-1-19,6/19/19,19-Jun,47.7554,594.7718,minimal,yes,yes,yes,none-low,yes,34.1,7.157676349,1,2019
GM 208,GM-2-19,6/19/19,19-Jun,149.7783,718.5017,yes,no,yes,no,none-low,no,26.1,13.79310345,2,2019
GM 209,GM-2-19,6/19/19,19-Jun,173.656,659.8928,yes,no,yes,no,none-low,no,26.1,16.48351648,2,2019
GM 210,GM-2-19,6/19/19,19-Jun,199.7044,870.4507,yes,no,yes,no,none-low,no,26.1,12.44394619,2,2019
GM 211,GM-3-19,6/19/19,19-Jun,117.2178,590.4304,no,no,no,no,none-low,yes,30.2,15.27777778,3,2019
GM 212,GM-3-19,6/19/19,19-Jun,119.3885,725.0138,no,no,no,no,none-low,yes,30.2,16.12175874,3,2019
GM 213,GM-3-19,6/19/19,19-Jun,475.3833,555.6992,no,no,no,no,none-low,yes,30.2,16.9159954,3,2019
GM 214,GM-4-19,6/19/19,19-Jun,164.9732,345.1413,yes,no,no,no,none-low,yes,12,7.774227902,4,2019
GM 215,GM-4-19,6/19/19,19-Jun,112.8764,301.7273,yes,no,no,no,none-low,yes,12,7.475622969,4,2019
GM 216,GM-4-19,6/19/19,19-Jun,201.8751,223.5821,yes,no,no,no,none-low,yes,12,8.299180328,4,2019
JS 136,JS-1-19,7/21/19,19-Jul,173.656,729.3552,yes,no,yes,yes,none-low,yes,32.8,4.727646454,1,2019
JS 137,JS-1-19,7/21/19,19-Jul,290.8738,1300.2493,yes,no,yes,yes,none-low,yes,32.8,2.406159769,1,2019
