sample,field,date,sampling.period,mbc,tillage,irrigation,fertilizer,crop_rotation,residue,cover_crop,clay,gwc,P,K,Mg,Ca,pH,CEC,S,B,Zn,Mn,Fe,Cu,OM,no3.ppm,nh4.ppm,total.N,original.field,year
GM 213,GM-3-19,7/23/19,19-Jul,34.7312,no,no,no,no,none-low,yes,30.2,4.150197628,36,930,457,10810,8.3,32.12,15,3.1,1.3,258,51,4.9,1.16,8.89,1.54,10.43,3,2019
GM 214,GM-4-19,7/23/19,19-Jul,19.5363,yes,no,no,no,none-low,yes,12,1.397205589,21,519,305,3027,7.8,10.7,6,0.9,0.7,119,76,2,0.42,6.77,1.73,8.5,4,2019
GM 215,GM-4-19,7/23/19,19-Jul,108.535,yes,no,no,no,none-low,yes,12,1.761252446,12,454,276,2624,7.8,9.09,7,1,0.6,98,70,1.6,0.39,49.72,4.81,54.53,4,2019
GM 216,GM-4-19,7/23/19,19-Jul,15.1949,yes,no,no,no,none-low,yes,12,2.911646586,11,433,272,2314,7.7,8.67,7,0.9,0.6,88,70,1.6,0.31,7.44,1.17,8.61,4,2019
KK 148,KK-4-19,7/24/19,19-Jul,338.6292,minimal,yes,yes,yes,medium-high,yes,3.1,5.295950156,150,1242,1234,3242,7.5,16.83,42,3.3,29.6,169,84,2.9,1.46,6.2,1.48,7.68,4,2019
KK 149,KK-4-19,7/24/19,19-Jul,193.1923,minimal,yes,yes,yes,medium-high,yes,3.1,6.918238994,140,970,1216,3193,7.8,15.49,36,3.5,22.8,152,81,2.7,1.24,10.73,2.3,13.03,4,2019
KK 150,KK-4-19,7/24/19,19-Jul,204.0458,minimal,yes,yes,yes,medium-high,yes,3.1,5.491024287,98,886,1125,2878,7.4,14.61,48,3.1,19.3,163,72,2.4,1.18,7.01,1.85,8.86,4,2019
KK 151,KK-5-19,7/24/19,19-Jul,28.2191,no,yes,yes,yes,medium-high,yes,16.8,4.746835443,209,1281,994,2960,7.5,14.78,30,3.1,15.9,129,86,2.9,1.17,13.22,1.92,15.14,5,2019
KK 152,KK-5-19,7/24/19,19-Jul,620.8202,no,yes,yes,yes,medium-high,yes,16.8,15.40154015,150,1045,1046,3008,7.6,15.21,35,3.4,14.4,131,89,3.1,1.17,12.81,2.67,15.48,5,2019
KK 153,KK-5-19,7/24/19,19-Jul,375.5311,no,yes,yes,yes,medium-high,yes,16.8,15.22491349,197,1207,997,2711,7.9,13.67,40,3.1,13.4,118,84,2.5,1.16,16.1,1.35,17.45,5,2019
KK 154,KK-6-19,7/24/19,19-Jul,662.0635,no,yes,yes,yes,medium-high,yes,34.6,12.40641711,368,1955,1536,9108,7.8,33.27,119,4.9,18.1,196,107,5,2.04,18.63,1.38,20.01,6,2019
KK 155,KK-6-19,7/24/19,19-Jul,616.4788,no,yes,yes,yes,medium-high,yes,34.6,11.01511879,626,2052,2161,9333,8,36.56,183,7,22.8,138,183,5.9,2.07,74.78,1.85,76.63,6,2019
KK 156,KK-6-19,7/24/19,19-Jul,334.2878,no,yes,yes,yes,medium-high,yes,34.6,12.86919831,518,2260,1933,9824,7.8,37.51,158,6.1,20.7,156,148,5.3,2.02,69.46,1.45,70.91,6,2019
KS 121,KS-1-19,7/26/19,19-Jul,93.3401,yes,yes,yes,no,none-low,no,24.4,3.718592965,108,1238,1596,4151,7.6,20.61,29,5,2.6,286,90,4.8,1.24,50.04,2.33,52.37,1,2019
KS 122,KS-1-19,7/26/19,19-Jul,154.1197,yes,yes,yes,no,none-low,no,24.4,10.21052632,97,947,1586,3639,8.1,18.91,33,4.8,2.7,237,95,4.3,1.14,39.3,1.91,41.21,1,2019
KS 123,KS-1-19,7/26/19,19-Jul,290.8738,yes,yes,yes,no,none-low,no,24.4,10.77586207,92,1026,1389,3121,7.8,16.5,38,4.3,2.4,219,94,3.6,0.95,94.44,1.78,96.22,1,2019
KS 129,KS-3-19,7/26/19,19-Jul,173.656,minimal,no,no,no,medium-high,no,24.5,2.974358974,24,939,742,5002,7.6,18.8,22,2.3,1.4,303,78,4.2,1.35,20.6,2.98,23.58,3,2019
KS 130,KS-3-19,7/26/19,19-Jul,21.707,minimal,no,no,no,medium-high,no,24.5,3.024390244,24,837,712,4611,7.8,17.56,16,1.8,1.3,344,86,4.3,1.31,13.66,2.21,15.87,3,2019
KS 131,KS-3-19,7/26/19,19-Jul,136.7541,minimal,no,no,no,medium-high,no,24.5,3.109815355,56,831,661,4307,7.5,16.58,14,1.4,1.5,363,111,4.6,1.17,12.03,1.81,13.84,3,2019
KS 166,KS-4-19,7/26/19,19-Jul,10.8535,no,no,no,no,none-low,yes,28.6,2.461538462,36,808,1120,3987,8,17.27,13,3,1.1,206,93,5.6,0.91,12.23,2.02,14.25,4,2019
KS 167,KS-4-19,7/26/19,19-Jul,175.8267,no,no,no,no,none-low,yes,28.6,2.525252525,35,721,1060,4131,7.7,17.66,12,2.6,1,225,87,3.9,1,15.9,2.42,18.32,4,2019
KS 168,KS-4-19,7/26/19,19-Jul,45.5847,no,no,no,no,none-low,yes,28.6,2.348336595,39,678,958,3558,7.4,15.75,16,2.1,0.9,186,95,4.2,0.89,24.68,2.14,26.82,4,2019
TG 169,TG-4-19,7/29/19,19-Jul,444.9935,no,yes,yes,yes,none-low,no,32.6,9.891304348,198,1560,1754,4560,8.1,23.5,28,5.5,4.9,426,76,6.1,1.69,17.19,1.7,18.89,4,2019
TG 170,TG-4-19,7/29/19,19-Jul,130.242,no,yes,yes,yes,none-low,no,32.6,10.11470282,210,1379,1720,4514,8,21.81,26,4.9,5.4,434,80,5.5,1.61,12.71,1.64,14.35,4,2019
TG 171,TG-4-19,7/29/19,19-Jul,282.191,no,yes,yes,yes,none-low,no,32.6,8.4375,278,1425,2002,5116,8.2,24.95,33,6.1,7.1,431,109,6.4,1.56,18.97,1.58,20.55,4,2019
TG 172,TG-5-19,7/29/19,19-Jul,195.363,yes,yes,yes,no,none-low,yes,32.6,12.66519824,100,1535,1833,4814,8.3,23.24,42,7.4,3.7,426,94,6.6,1.42,23.44,1.39,24.83,5,2019
TG 173,TG-5-19,7/29/19,19-Jul,217.07,yes,yes,yes,no,none-low,yes,32.6,9.64360587,78,1103,1881,4492,8.4,22.48,22,7.2,3.8,400,92,6,1.33,14.9,1.54,16.44,5,2019
TG 174,TG-5-19,7/29/19,19-Jul,208.3872,yes,yes,yes,no,none-low,yes,32.6,10.95890411,118,1450,1990,4958,8.4,24.14,29,7.6,4.1,395,101,5.7,1.43,23.43,1.53,24.96,5,2019
TG 175,TG-6-19,7/29/19,19-Jul,345.1413,no,yes,yes,yes,medium-high,yes,32.4,14.33296582,110,1638,2084,4686,8.1,24.49,20,7.6,6.5,387,82,5.1,1.68,17.89,1.65,19.54,6,2019
TG 176,TG-6-19,7/29/19,19-Jul,58.6089,no,yes,yes,yes,medium-high,yes,32.4,11.37123746,127,1617,2057,4791,7.5,25.02,25,7.1,6.6,373,87,5.1,1.64,42.24,3.25,45.49,6,2019
TG 177,TG-6-19,7/29/19,19-Jul,269.1668,no,yes,yes,yes,medium-high,yes,32.4,15.56550952,91,1827,2255,5034,8.2,26.72,31,8.2,7.7,374,85,5.4,1.77,25.27,1.69,26.96,6,2019
RN 178,RN-4-19,7/29/19,19-Jul,217.07,yes,no,no,no,none-low,no,34.7,4.004106776,33,926,1418,3087,7.1,17.21,21,1.7,1.9,260,87,4.2,1.65,6.4,2.37,8.77,4,2019
RN 179,RN-4-19,7/29/19,19-Jul,13.0242,yes,no,no,no,none-low,no,34.7,3.100775194,22,780,1230,2848,7.2,15.64,22,1.6,1.4,206,81,3.6,1.27,17.18,3.07,20.25,4,2019
RN 180,RN-4-19,7/29/19,19-Jul,23.8777,yes,no,no,no,none-low,no,34.7,2.204408818,32,820,1276,3003,7,15.87,23,1.4,1.9,237,82,3.6,1.66,17.33,3.96,21.29,4,2019
RN 181,RN-5-19,7/29/19,19-Jul,225.7528,no,yes,yes,yes,medium-high,no,34.7,12.48630887,52,1649,1981,7700,8.3,31.61,56,5.5,9.2,263,63,5.2,1.71,24.3,1.6,25.9,5,2019
RN 182,RN-5-19,7/29/19,19-Jul,599.1132,no,yes,yes,yes,medium-high,no,34.7,8.088978766,46,1732,1971,4167,7.6,23.65,24,4.7,8.7,304,80,5.3,1.72,15.51,2.35,17.86,5,2019
RN 183,RN-5-19,7/29/19,19-Jul,481.8954,no,yes,yes,yes,medium-high,no,34.7,19,63,1738,2250,4375,7.8,24.94,34,5.6,7.9,278,86,5.4,2,16.35,1.77,18.12,5,2019
RN 184,RN-6-19,7/29/19,19-Jul,243.1184,no,yes,yes,yes,medium-high,no,38.6,22.27488152,23,1362,1574,3749,7.8,19.67,25,3.9,3.3,313,84,4.4,1.69,11.06,1.63,12.69,6,2019
RN 185,RN-6-19,7/29/19,19-Jul,212.7286,no,yes,yes,yes,medium-high,no,38.6,18.68390129,20,1245,1896,4387,7.6,23.66,47,4.6,2.4,349,81,5.3,1.69,14.82,1.64,16.46,6,2019
RN 186,RN-6-19,7/29/19,19-Jul,866.1093,no,yes,yes,yes,medium-high,no,38.6,10.37037037,137,1564,2015,5123,8,25.6,38,5.9,7.3,315,87,5.7,1.96,15.86,2.33,18.19,6,2019
RN 53,RN-2-19,7/29/19,19-Jul,225.7528,minimal,yes,yes,no,none-low,yes,27.2,3.726708075,74,1079,1947,9776,8.4,35.93,74,6,2,320,83,5.6,1.25,22.21,2.62,24.83,2,2019
RN 54,RN-2-19,7/29/19,19-Jul,93.3401,minimal,yes,yes,no,none-low,yes,27.2,2.510040161,179,1326,1684,4356,7.7,21.6,128,5.5,2.8,308,111,4.8,1.2,53.74,2.78,56.52,2,2019
RN 55,RN-2-19,7/29/19,19-Jul,88.9987,minimal,yes,yes,no,none-low,yes,27.2,2.724520686,111,1257,1899,4680,7.5,24.02,143,6,2.1,331,105,5.3,1.27,66.9,6.27,73.17,2,2019
BH 37,BH-1-19,7/19/19,19-Jul,93.3401,yes,yes,yes,yes,medium-high,no,23.3,4.554865424,160,1426,1173,8603,8.2,29.8,31,4.5,13.3,149,70,3,0.89,25.89,3.6,29.49,1,2019
BH 38,BH-1-19,7/19/19,19-Jul,236.6063,yes,yes,yes,yes,medium-high,no,23.3,4.708290686,142,1414,1116,8632,8.2,29.6,30,4.2,12.8,144,62,2.8,0.95,28.97,3.06,32.03,1,2019
BH 39,BH-1-19,7/19/19,19-Jul,108.535,yes,yes,yes,yes,medium-high,no,23.3,4.949494949,144,1404,1150,8799,8.3,30.2,35,4.4,13.1,151,67,3.4,0.86,35.62,3.64,39.26,1,2019
BH 41,BH-2-19,7/19/19,19-Jul,82.4866,minimal,yes,yes,no,none-low,no,12,4.820512821,176,1004,552,2601,7.8,11.3,41,3,11.8,114,85,1.9,0.85,62.65,3.87,66.52,2,2019
BH 42,BH-2-19,7/19/19,19-Jul,245.2891,minimal,yes,yes,no,none-low,no,12,3.629032258,278,1633,849,3753,7.8,16.2,60,4.6,16.8,182,104,2.8,0.82,64.22,3.98,68.2,2,2019
BH 43,BH-2-19,7/19/19,19-Jul,410.2623,minimal,yes,yes,no,none-low,no,12,3.951367781,256,1533,804,3580,7.7,15.5,61,4.4,16.9,168,99,2.5,0.92,70.96,3.6,74.56,2,2019
BH 45,BH-3-19,7/19/19,19-Jul,253.9719,minimal,yes,yes,no,none-low,yes,14.4,7.180020812,198,1019,1457,2691,8.1,15.3,74,5.9,12,200,73,2.9,0.7,22.32,1.72,24.04,3,2019
BH 46,BH-3-19,7/19/19,19-Jul,21.707,minimal,yes,yes,no,none-low,yes,14.4,6.612410987,196,1074,1535,2738,8.1,15.8,79,6.1,11.7,215,76,3.2,0.58,21.85,2.54,24.39,3,2019
BH 47,BH-3-19,7/19/19,19-Jul,119.3885,minimal,yes,yes,no,none-low,yes,14.4,6.720977597,193,1028,1478,2631,8.2,15.3,73,5.8,11.2,207,75,3,0.61,23.8,2.21,26.01,3,2019
BH 133,BH-4-19,7/19/19,19-Jul,91.1694,yes,yes,yes,yes,medium-high,no,23.2,2.349336057,203,1561,1152,4643,8,20,39,5,17,148,98,3,0.76,46.35,3.83,50.18,4,2019
BH 134,BH-4-19,7/19/19,19-Jul,34.7312,yes,yes,yes,yes,medium-high,no,23.2,2.53411306,192,1542,1136,4452,8,19.4,34,4.8,16.2,148,101,3,0.81,40.55,4.67,45.22,4,2019
BH 135,BH-4-19,7/19/19,19-Jul,119.3885,yes,yes,yes,yes,medium-high,no,23.2,2.459016393,188,1482,1123,4511,8.1,19.5,34,4.9,12.3,144,90,3.4,0.82,42.64,4.22,46.86,4,2019
BH 37,BH-1-19,8/29/19,19-Sep,410.2623,yes,yes,yes,yes,medium-high,no,23.3,7.749469214,128,1331,1022,7667,7.3,26.7,44,3.8,7.5,126,67,2.6,0.82,62.41,1.07,63.48,1,2019
BH 38,BH-1-19,8/29/19,19-Sep,314.7515,yes,yes,yes,yes,medium-high,no,23.3,4.963805584,146,1328,980,9185,8.3,30.7,45,4,8.2,129,57,2.9,0.86,57.16,1.42,58.58,1,2019
BH 39,BH-1-19,8/29/19,19-Sep,271.3375,yes,yes,yes,yes,medium-high,no,23.3,10.41009464,182,1452,1084,4358,8,19.3,45,4.3,10.2,157,86,3,0.88,35.8,1.67,37.47,1,2019
BH 41,BH-2-19,8/29/19,19-Sep,177.9974,minimal,yes,yes,no,none-low,no,12,18.21266968,277,1439,852,3737,7.4,15.9,129,4,14.9,164,92,2.6,0.85,40.61,1.36,41.97,2,2019
BH 42,BH-2-19,8/29/19,19-Sep,297.3859,minimal,yes,yes,no,none-low,no,12,13.71055495,298,1348,680,3208,7.4,14.2,35,3,12.1,198,108,2.8,0.78,15.05,1.09,16.14,2,2019
BH 43,BH-2-19,8/29/19,19-Sep,52.0968,minimal,yes,yes,no,none-low,no,12,18.18181818,295,1487,789,3579,7.4,15.3,96,3.4,12.9,176,104,2.7,0.82,32.77,1.33,34.1,2,2019
BH 45,BH-3-19,8/29/19,19-Sep,336.4585,minimal,yes,yes,no,none-low,yes,14.4,12.56599789,235,674,1575,2949,7.9,16,55,6.4,15.7,174,82,2.9,0.74,4.62,1.26,5.88,3,2019
BH 46,BH-3-19,8/29/19,19-Sep,638.1858,minimal,yes,yes,no,none-low,yes,14.4,10.57494867,224,956,1411,2896,8.4,15.5,68,7.2,13.9,187,82,3,0.64,3.68,1.24,4.92,3,2019
BH 47,BH-3-19,8/29/19,19-Sep,128.0713,minimal,yes,yes,no,none-low,yes,14.4,11.62303665,309,1095,1429,3141,8.2,16.4,106,6.2,18,202,78,3.8,0.63,17.22,1.81,19.03,3,2019
BH 133,BH-4-19,8/29/19,19-Sep,481.8954,yes,yes,yes,yes,medium-high,no,23.2,8.004268943,199,1514,984,6499,8.3,23.5,42,4.3,10,134,71,3.5,0.6,46.48,1.07,47.55,4,2019
BH 134,BH-4-19,8/29/19,19-Sep,258.3133,yes,yes,yes,yes,medium-high,no,23.2,11.46637266,204,1177,1269,3761,8.3,17.8,51,4.7,8.6,167,95,4.3,0.57,7.13,1.53,8.66,4,2019
BH 135,BH-4-19,8/29/19,19-Sep,121.5592,yes,yes,yes,yes,medium-high,no,23.2,12.18220339,107,1006,957,3003,7.8,14.4,27,3.3,9.2,147,79,4.4,0.81,15.85,1.43,17.28,4,2019
JA 109,JA-1-19,9/4/19,19-Sep,156.2904,no,no,no,no,medium-high,no,8.4,2.760736196,53,783,714,8549,8.3,26.6,19,2.7,9.2,96,61,2.4,0.5,18.78,1.91,20.69,1,2019
JA 110,JA-1-19,9/4/19,19-Sep,162.8025,no,no,no,no,medium-high,no,8.4,2.081268583,116,1043,755,5068,8.3,18.4,37,4.5,12,100,76,2.2,0.53,36.29,2.94,39.23,1,2019
JA 111,JA-1-19,9/4/19,19-Sep,52.0968,no,no,no,no,medium-high,no,8.4,2.247191011,71,995,640,2093,8,10,13,2.4,2.8,89,77,1.7,0.42,22.44,2.16,24.6,1,2019
JA 113,JA-2-19,9/4/19,19-Sep,78.1452,yes,yes,yes,no,none-low,no,10.4,8.841463415,20,389,1425,1884,8.7,11.9,214,8.6,2.1,105,70,1.7,0.37,1.73,0.91,2.64,2,2019
JA 114,JA-2-19,9/4/19,19-Sep,169.3146,yes,yes,yes,no,none-low,no,10.4,5.38071066,87,1045,771,2699,7.7,12.5,137,2.9,2.8,112,82,1.9,0.48,15.82,2.06,17.88,2,2019
JA 115,JA-2-19,9/4/19,19-Sep,58.6089,yes,yes,yes,no,none-low,no,10.4,4.928131417,54,925,764,2526,8,12.3,12,3,1.8,117,80,1.9,0.54,11.28,1.57,12.85,2,2019
JA 117,JA-3-19,9/4/19,19-Sep,73.8038,yes,no,yes,no,none-low,no,9.9,1.253616201,53,378,216,8438,8.5,23.3,21,0.7,0.6,66,51,1.3,0.33,3.9,1.27,5.17,3,2019
JA 118,JA-3-19,9/4/19,19-Sep,23.8777,yes,no,yes,no,none-low,no,9.9,2.079395085,40,385,210,6931,8.6,19.9,6,0.8,0.5,76,60,1.5,0.33,2.49,1.19,3.68,3,2019
JA 119,JA-3-19,9/4/19,19-Sep,10.8535,yes,no,yes,no,none-low,no,9.9,1.943634597,45,461,239,6520,8.4,19.1,20,1,0.7,102,73,1.9,0.37,3.13,1.77,4.9,3,2019
JS 136,JS-1-19,9/3/19,19-Sep,69.4624,yes,no,yes,yes,none-low,yes,32.8,12.51396648,64,1215,527,10930,8.3,33.5,22,2.5,1.8,308,64,5.2,1.36,18.18,1.34,19.52,1,2019
JS 137,JS-1-19,9/3/19,19-Sep,193.1923,yes,no,yes,yes,none-low,yes,32.8,8.091286307,39,837,406,9677,8.4,28.6,20,2.1,1.2,232,59,3.9,0.96,13.67,0.79,14.46,1,2019
JS 138,JS-1-19,9/3/19,19-Sep,13.0242,yes,no,yes,yes,none-low,yes,32.8,8.820512821,44,959,434,8918,8.4,27.3,25,2.4,1.5,243,65,4,1.09,15.56,1.44,17,1,2019
JS 139,JS-2-19,9/3/19,19-Sep,19.5363,yes,no,yes,yes,none-low,yes,16.8,4.046242775,16,565,304,1933,7,8.4,7,0.8,1.6,71,77,1.3,0.34,2.53,1.27,3.8,2,2019
JS 140,JS-2-19,9/3/19,19-Sep,0,yes,no,yes,yes,none-low,yes,16.8,2.610441767,15,478,280,1567,7.2,6.9,7,0.8,1.2,55,73,1.1,0.32,3.01,1.23,4.24,2,2019
JS 141,JS-2-19,9/3/19,19-Sep,108.535,yes,no,yes,yes,none-low,yes,16.8,3.651115619,21,568,275,1602,7.2,7.1,11,0.9,0.9,61,74,1.1,0.48,14.16,1.67,15.83,2,2019
JS 145,JS-3-19,9/3/19,19-Sep,60.7796,minimal,no,no,yes,none-low,yes,8.9,2.296650718,36,432,231,1472,7.4,6,11,0.8,1.6,62,74,1.1,0.47,4.06,1.17,5.23,3,2019
JS 146,JS-3-19,9/3/19,19-Sep,32.5605,minimal,no,no,yes,none-low,yes,8.9,1.803607214,26,335,184,1220,7.1,5,17,0.7,1.8,55,74,0.9,0.36,3.51,1.45,4.96,3,2019
JS 147,JS-3-19,9/3/19,19-Sep,10.8535,minimal,no,no,yes,none-low,yes,8.9,2.647657841,19,412,217,1427,7.1,6.2,11,0.8,1.8,63,68,1,0.43,5.52,1.65,7.17,3,2019
TG 169,TG-4-19,9/9/19,19-Sep,256.1426,no,yes,yes,yes,none-low,no,32.6,15.43478261,199,1488,1855,4665,7.8,23.3,53,6.1,5.3,392,75,5.1,1.6,6.53,1.35,7.88,4,2019
TG 170,TG-4-19,9/9/19,19-Sep,269.1668,no,yes,yes,yes,none-low,no,32.6,14.42841287,444,1413,1719,4253,7.2,21.6,46,5.3,8.7,363,96,5,1.54,75.69,52.69,128.38,4,2019
TG 171,TG-4-19,9/9/19,19-Sep,195.363,no,yes,yes,yes,none-low,no,32.6,16.35565313,282,1657,1827,4834,8.3,24.2,31,5.5,7,368,101,5.5,1.55,4.83,1.49,6.32,4,2019
TG 172,TG-5-19,9/9/19,19-Sep,145.4369,yes,yes,yes,no,none-low,yes,32.6,8.474576271,111,1508,1749,4613,8.4,22.4,23,7.5,3.6,359,87,5.5,1.41,3.57,1.39,4.96,5,2019
TG 173,TG-5-19,9/9/19,19-Sep,184.5095,yes,yes,yes,no,none-low,yes,32.6,12.25806452,97,1266,1754,4417,8.4,21.6,20,7,3.5,343,86,5,1.35,3.09,1.28,4.37,5,2019
TG 174,TG-5-19,9/9/19,19-Sep,156.2904,yes,yes,yes,no,none-low,yes,32.6,11.09936575,129,1720,2008,5568,8.4,26.1,28,7.9,4.2,349,97,6.4,1.49,5.51,1.59,7.1,5,2019
TG 175,TG-6-19,9/9/19,19-Sep,373.3604,no,yes,yes,yes,medium-high,yes,32.4,18.68629672,167,2002,1928,4373,7.9,23.5,31,6.2,7.5,323,73,4.5,1.81,45.15,1.94,47.09,6,2019
TG 176,TG-6-19,9/9/19,19-Sep,384.2139,no,yes,yes,yes,medium-high,yes,32.4,19.0529876,311,1289,1761,4017,7.1,21.4,32,4.2,12.2,258,92,4,1.91,5.91,2.01,7.92,6,2019
TG 177,TG-6-19,9/9/19,19-Sep,134.5834,no,yes,yes,yes,medium-high,yes,32.4,15.50387597,435,1266,1882,4047,6.8,22.4,40,4.7,13.4,282,94,4.2,1.92,6.77,1.98,8.75,6,2019
RN 178,RN-4-19,9/9/19,19-Sep,13.0242,yes,no,no,no,none-low,no,34.7,4.62962963,47,871,1424,3180,7,17.4,25,1.5,2.1,242,86,3.5,1.64,8.04,5.01,13.05,4,2019
RN 179,RN-4-19,9/9/19,19-Sep,134.5834,yes,no,no,no,none-low,no,34.7,4.137931034,26,724,1213,3204,7.6,16.4,20,1.5,1.7,202,70,3.2,1.45,15.14,4.2,19.34,4,2019
RN 180,RN-4-19,9/9/19,19-Sep,58.6089,yes,no,no,no,none-low,no,34.7,6.307222787,32,709,1323,2946,7,16.2,19,1.3,1.6,214,80,3.3,1.38,11.84,5.85,17.69,4,2019
RN 181,RN-5-19,9/9/19,19-Sep,553.5285,no,yes,yes,yes,medium-high,no,34.7,31.35802469,61,1185,1859,6242,7.9,26.5,26,5.8,9.2,269,68,4.6,1.82,2.19,1.1,3.29,5,2019
RN 182,RN-5-19,9/9/19,19-Sep,384.2139,no,yes,yes,yes,medium-high,no,34.7,27.75665399,56,1778,2104,4830,7.6,25.1,30,5.1,9.8,313,74,5.2,2.03,11.91,1.53,13.44,5,2019
RN 183,RN-5-19,9/9/19,19-Sep,484.0661,no,yes,yes,yes,medium-high,no,34.7,17.66055046,68,1186,2365,4710,8.2,25.1,33,6.2,9,255,73,7.9,1.88,4.17,1.58,5.75,5,2019
RN 184,RN-6-19,9/9/19,19-Sep,177.9974,no,yes,yes,yes,medium-high,no,38.6,12.41830065,28,1481,1715,3995,7.7,21,16,3.5,6,279,67,4.1,2.15,35.16,38.29,73.45,6,2019
RN 185,RN-6-19,9/9/19,19-Sep,212.7286,no,yes,yes,yes,medium-high,no,38.6,10.86956522,24,1238,1898,4311,7.8,22.7,18,4,3.7,283,68,4.4,1.66,3.07,2.23,5.3,6,2019
RN 186,RN-6-19,9/9/19,19-Sep,345.1413,no,yes,yes,yes,medium-high,no,38.6,13.58695652,103,1238,1899,4865,8.1,24.1,32,5.5,7,251,71,4.5,1.86,13.3,1.82,15.12,6,2019
RN 53,RN-2-19,9/9/19,19-Sep,314.7515,minimal,yes,yes,no,none-low,yes,27.2,6.934673367,128,879,1749,6220,8.3,26,69,6.5,3.1,308,87,5.6,1.22,28.37,2.45,30.82,2,2019
RN 54,RN-2-19,9/9/19,19-Sep,180.1681,minimal,yes,yes,no,none-low,yes,27.2,15.70155902,158,1116,1738,4450,8.2,21.8,35,5.9,2.5,303,103,4.9,1.19,6.75,1.67,8.42,2,2019
RN 55,RN-2-19,9/9/19,19-Sep,47.7554,minimal,yes,yes,no,none-low,yes,27.2,7.995846314,110,1023,1613,4040,7.8,20.1,152,5.6,2,293,98,4.4,1.13,10.31,2.77,13.08,2,2019
KK 148,KK-4-19,9/5/19,19-Sep,125.9006,minimal,yes,yes,yes,medium-high,yes,3.1,7.636738906,52,940,1119,2883,7.6,15.1,53,3.1,15.8,143,62,2.5,1.24,7.87,1.28,9.15,4,2019
KK 149,KK-4-19,9/5/19,19-Sep,347.312,minimal,yes,yes,yes,medium-high,yes,3.1,8.775731311,111,859,1155,3134,7.5,16.1,35,3,20,141,69,2.5,1.43,5.13,1.79,6.92,4,2019
KK 150,KK-4-19,9/5/19,19-Sep,49.9261,minimal,yes,yes,yes,medium-high,yes,3.1,6.976744186,115,764,1038,2792,7.5,13.5,59,2.8,17.3,151,64,2.2,1.3,11.1,1.49,12.59,4,2019
KK 151,KK-5-19,9/5/19,19-Sep,538.3336,no,yes,yes,yes,medium-high,yes,16.8,8.442211055,235,963,871,2611,7.6,11.8,34,2.3,15.2,106,70,3,1.31,9.16,1.85,11.01,5,2019
KK 152,KK-5-19,9/5/19,19-Sep,297.3859,no,yes,yes,yes,medium-high,yes,16.8,8.625877633,97,796,892,2556,7.7,12.7,26,2.3,11.1,108,67,2.5,1.38,3.53,1.56,5.09,5,2019
KK 153,KK-5-19,9/5/19,19-Sep,321.2636,no,yes,yes,yes,medium-high,yes,16.8,8.35978836,224,946,946,2656,7.6,13,30,2.4,14.6,109,70,2.3,1.3,6.43,1666,1672.43,5,2019
KK 154,KK-6-19,9/5/19,19-Sep,282.191,no,yes,yes,yes,medium-high,yes,34.6,14.83516484,250,1550,1336,8979,8,31.2,159,4.1,12.4,147,87,4.4,1.92,111.88,1.04,112.92,6,2019
KK 155,KK-6-19,9/5/19,19-Sep,353.8241,no,yes,yes,yes,medium-high,yes,34.6,10.71049841,486,2109,1869,10597,8,37.8,171,5.6,19.8,133,119,4.7,2.33,124.87,0.59,125.46,6,2019
KK 156,KK-6-19,9/5/19,19-Sep,251.8012,no,yes,yes,yes,medium-high,yes,34.6,12.59338314,495,1699,1836,9696,8.2,36.1,154,5.8,18.5,107,159,5,2.17,47.92,1.36,49.28,6,2019
KS 121,KS-1-19,9/6/19,19-Sep,0,yes,yes,yes,no,none-low,no,24.4,3.080082136,118,1190,1528,4325,7.7,20.7,43,4.6,2.8,243,78,4.3,1.46,92.92,2.04,94.96,1,2019
KS 122,KS-1-19,9/6/19,19-Sep,-17.3656,yes,yes,yes,no,none-low,no,24.4,3.137651822,106,1122,1416,3813,7.9,18.1,51,4.4,2.4,230,76,4,1.31,35.98,2.35,38.33,1,2019
KS 123,KS-1-19,9/6/19,19-Sep,88.9987,yes,yes,yes,no,none-low,no,24.4,14.7597254,85,1058,1366,3451,8,16.1,70,4.4,2.1,214,78,4,1.11,35.1,1.23,36.33,1,2019
KS 129,KS-3-19,9/6/19,19-Sep,136.7541,minimal,no,no,no,medium-high,no,24.5,5.503634476,46,1134,714,5178,7.7,19,24,2.2,1.7,265,68,3.9,1.64,21.22,1.91,23.13,3,2019
KS 130,KS-3-19,9/6/19,19-Sep,-6.5121,minimal,no,no,no,medium-high,no,24.5,5.511022044,43,1005,673,4571,7.7,17.5,21,2.1,4.3,305,78,4.2,1.47,3.38,1.52,4.9,3,2019
KS 131,KS-3-19,9/6/19,19-Sep,54.2675,minimal,no,no,no,medium-high,no,24.5,4.679552391,50,782,634,4338,7.4,16.1,17,1.3,1.3,332,91,4.3,1.36,9.35,0.39,9.74,3,2019
KS 166,KS-4-19,9/6/19,19-Sep,164.9732,no,no,no,no,none-low,yes,28.6,2.087475149,37,823,1216,4322,7.8,17.7,20,2.9,1,185,82,3.9,1.01,50.83,0.93,51.76,4,2019
KS 167,KS-4-19,9/6/19,19-Sep,134.5834,no,no,no,no,none-low,yes,28.6,1.553398058,39,707,1041,3787,7.2,16.7,21,2.1,1,200,77,3.7,0.92,32.33,2.13,34.46,4,2019
